venue,player,indian,role,matches,runs,avg,SR,wickets,econ
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Suryakumar Yadav,Yes,middle_order,1,78,78,147,NaN,NaN
"Arun Jaitley Stadium, Delhi",Suryakumar Yadav,Yes,middle_order,3,66,22,157,NaN,NaN
"Maharashtra Cricket Association Stadium, Pune",Suryakumar Yadav,Yes,middle_order,3,163,81.5,158,NaN,NaN
"Sawai Mansingh Stadium, Jaipur",Suryakumar Yadav,Yes,middle_order,3,115,57.5,164,NaN,NaN
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",Suryakumar Yadav,Yes,middle_order,1,33,33,165,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Suryakumar Yadav,Yes,middle_order,4,176,44,169,NaN,NaN
"Wankhede Stadium, Mumbai",Suryakumar Yadav,Yes,middle_order,21,895,59.66666667,188,NaN,NaN
"Punjab Cricket Association IS Bindra Stadium, Mohali",Suryakumar Yadav,Yes,middle_order,1,66,66,213,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Suryakumar Yadav,Yes,middle_order,2,47,47,214,NaN,NaN
"MA Chidambaram Stadium, Chennai",Suryansh Shedge,Yes,middle_order,2,1,1,33,0,13.3
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Suryansh Shedge,Yes,middle_order,2,6,3,75,NaN,NaN
"Arun Jaitley Stadium, Delhi",Suyash Sharma,Yes,spinner,1,NaN,NaN,NaN,0,5.5
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Suyash Sharma,Yes,spinner,2,NaN,NaN,NaN,5,6.4
"Wankhede Stadium, Mumbai",Suyash Sharma,Yes,spinner,2,NaN,NaN,NaN,2,7.5
"M.Chinnaswamy Stadium, Bengaluru",Suyash Sharma,Yes,spinner,5,NaN,NaN,NaN,3,8.3
"MA Chidambaram Stadium, Chennai",Suyash Sharma,Yes,spinner,2,NaN,NaN,NaN,0,8.9
"Narendra Modi Stadium, Ahmedabad",Suyash Sharma,Yes,spinner,2,NaN,NaN,NaN,1,9.2
"Eden Gardens, Kolkata",Suyash Sharma,Yes,spinner,10,NaN,NaN,NaN,6,9.6
"Sawai Mansingh Stadium, Jaipur",Suyash Sharma,Yes,spinner,1,NaN,NaN,NaN,0,10
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Suyash Sharma,Yes,spinner,2,NaN,NaN,NaN,1,14.3
"M.Chinnaswamy Stadium, Bengaluru",Swapnil Singh,Yes,spinner,5,15,15,150,1,5.8
"Narendra Modi Stadium, Ahmedabad",Swapnil Singh,Yes,spinner,5,11,NaN,138,1,8.2
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Swapnil Singh,Yes,spinner,2,1,NaN,100,2,9.3
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Swapnil Singh,Yes,spinner,1,NaN,NaN,NaN,0,11
"Rajiv Gandhi International Stadium, Hyderabad",Swapnil Singh,Yes,spinner,2,12,12,200,2,13.3
"Himachal Pradesh Cricket Association Stadium, Dharamsala",T Natarajan,Yes,fast_bowler,1,NaN,NaN,NaN,1,3.4
"Brabourne Stadium, Mumbai",T Natarajan,Yes,fast_bowler,2,NaN,NaN,NaN,6,6.7
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",T Natarajan,Yes,fast_bowler,1,NaN,NaN,NaN,0,8
"Narendra Modi Stadium, Ahmedabad",T Natarajan,Yes,fast_bowler,2,NaN,NaN,NaN,2,8.1
"Dr DY Patil Sports Academy, Mumbai",T Natarajan,Yes,fast_bowler,4,NaN,NaN,NaN,7,8.1
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",T Natarajan,Yes,fast_bowler,1,NaN,NaN,NaN,1,8.2
"Sawai Mansingh Stadium, Jaipur",T Natarajan,Yes,fast_bowler,1,NaN,NaN,NaN,0,9.2
"Arun Jaitley Stadium, Delhi",T Natarajan,Yes,fast_bowler,3,NaN,NaN,NaN,5,9.3
"Rajiv Gandhi International Stadium, Hyderabad",T Natarajan,Yes,fast_bowler,12,NaN,NaN,NaN,14,9.3
"MA Chidambaram Stadium, Chennai",T Natarajan,Yes,fast_bowler,3,NaN,NaN,NaN,2,9.6
"Eden Gardens, Kolkata",T Natarajan,Yes,fast_bowler,2,NaN,NaN,NaN,4,10.6
"Maharashtra Cricket Association Stadium, Pune",T Natarajan,Yes,fast_bowler,3,NaN,NaN,NaN,5,10.9
"Wankhede Stadium, Mumbai",T Natarajan,Yes,fast_bowler,3,NaN,NaN,NaN,0,11.8
"M.Chinnaswamy Stadium, Bengaluru",T Natarajan,Yes,fast_bowler,1,NaN,NaN,NaN,1,11.8
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Tanush Kotian,Yes,fast_bowler,1,24,24,77,NaN,NaN
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Thakur,Yes,fast_bowler,2,17,17,155,1,8
"Rajiv Gandhi International Stadium, Hyderabad",Thakur,Yes,fast_bowler,3,8,8,133,6,8
"Dr DY Patil Sports Academy, Mumbai",Thakur,Yes,fast_bowler,6,27,13.5,117,5,8.9
"MA Chidambaram Stadium, Chennai",Thakur,Yes,fast_bowler,6,NaN,NaN,NaN,3,9.2
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Thakur,Yes,fast_bowler,2,0,0,0,2,9.5
"Narendra Modi Stadium, Ahmedabad",Thakur,Yes,fast_bowler,4,3,3,60,0,9.7
"Wankhede Stadium, Mumbai",Thakur,Yes,fast_bowler,13,53,10.6,110,7,9.9
"Maharashtra Cricket Association Stadium, Pune",Thakur,Yes,fast_bowler,2,2,2,40,0,10.5
"Punjab Cricket Association IS Bindra Stadium, Mohali",Thakur,Yes,fast_bowler,2,8,NaN,267,0,10.8
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Thakur,Yes,fast_bowler,10,18,9,180,5,11.2
"Sawai Mansingh Stadium, Jaipur",Thakur,Yes,fast_bowler,1,NaN,NaN,NaN,1,11.3
"Brabourne Stadium, Mumbai",Thakur,Yes,fast_bowler,6,51,51,232,4,11.4
"Eden Gardens, Kolkata",Thakur,Yes,fast_bowler,10,84,16.8,171,5,12.1
"M.Chinnaswamy Stadium, Bengaluru",Thakur,Yes,fast_bowler,2,1,NaN,50,2,15.5
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Theekshana,No,spinner,1,NaN,NaN,NaN,2,6.5
"Barsapara Cricket Stadium, Guwahati",Theekshana,No,spinner,4,3,NaN,60,0,7.9
"Arun Jaitley Stadium, Delhi",Theekshana,No,spinner,2,NaN,NaN,NaN,3,7.9
"MA Chidambaram Stadium, Chennai",Theekshana,No,spinner,10,NaN,NaN,NaN,4,7.9
"M.Chinnaswamy Stadium, Bengaluru",Theekshana,No,spinner,2,NaN,NaN,NaN,1,8.4
"Eden Gardens, Kolkata",Theekshana,No,spinner,2,NaN,NaN,NaN,3,9.1
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Theekshana,No,spinner,1,NaN,NaN,NaN,2,9.2
"Sawai Mansingh Stadium, Jaipur",Theekshana,No,spinner,6,2,2,22,4,9.2
"Rajiv Gandhi International Stadium, Hyderabad",Theekshana,No,spinner,2,NaN,NaN,NaN,3,10
"Maharashtra Cricket Association Stadium, Pune",Theekshana,No,spinner,4,7,NaN,175,5,6.8
"Wankhede Stadium, Mumbai",Theekshana,No,spinner,3,0,0,0,1,8
"Dr DY Patil Sports Academy, Mumbai",Theekshana,No,spinner,4,NaN,NaN,NaN,6,8.1
"Narendra Modi Stadium, Ahmedabad",Theekshana,No,spinner,3,5,5,38,2,11.2
"Maharashtra Cricket Association Stadium, Pune",Tilak Varma,Yes,middle_order,4,74,74,148,0,6
"Brabourne Stadium, Mumbai",Tilak Varma,Yes,middle_order,4,69,34.5,121,0,7
"Arun Jaitley Stadium, Delhi",Tilak Varma,Yes,middle_order,4,163,54.33333333,173,0,7
"Sawai Mansingh Stadium, Jaipur",Tilak Varma,Yes,middle_order,3,66,33,135,0,12
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Tilak Varma,Yes,middle_order,2,32,32,94,NaN,NaN
"MA Chidambaram Stadium, Chennai",Tilak Varma,Yes,middle_order,1,31,31,124,NaN,NaN
"Wankhede Stadium, Mumbai",Tilak Varma,Yes,middle_order,19,428,30.57142857,126,NaN,NaN
"Dr DY Patil Sports Academy, Mumbai",Tilak Varma,Yes,middle_order,4,153,51,138,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Tilak Varma,Yes,middle_order,5,153,30.6,151,NaN,NaN
"M.Chinnaswamy Stadium, Bengaluru",Tilak Varma,Yes,middle_order,1,84,NaN,183,NaN,NaN
"Eden Gardens, Kolkata",Tilak Varma,Yes,middle_order,1,32,32,188,NaN,NaN
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Tilak Varma,Yes,middle_order,1,34,NaN,189,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Tilak Varma,Yes,middle_order,3,103,51.5,194,NaN,NaN
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",Tilak Varma,Yes,middle_order,1,25,25,227,NaN,NaN
"Punjab Cricket Association IS Bindra Stadium, Mohali",Tilak Varma,Yes,middle_order,1,26,NaN,260,NaN,NaN
"Eden Gardens, Kolkata",Tim David,No,finisher,1,0,0,0,NaN,NaN
"Sawai Mansingh Stadium, Jaipur",Tim David,No,finisher,1,3,3,60,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Tim David,No,finisher,3,13,4.333333333,87,NaN,NaN
"Dr DY Patil Sports Academy, Mumbai",Tim David,No,finisher,3,34,17,162,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Tim David,No,finisher,3,68,68,162,NaN,NaN
"M.Chinnaswamy Stadium, Bengaluru",Tim David,No,finisher,6,148,49.33333333,166,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Tim David,No,finisher,2,58,NaN,176,NaN,NaN
"Wankhede Stadium, Mumbai",Tim David,No,finisher,14,326,40.75,187,NaN,NaN
"Punjab Cricket Association IS Bindra Stadium, Mohali",Tim David,No,finisher,1,19,NaN,190,NaN,NaN
"Brabourne Stadium, Mumbai",Tim David,No,finisher,2,56,56,193,NaN,NaN
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Tim David,No,finisher,1,14,14,200,NaN,NaN
"MA Chidambaram Stadium, Chennai",Tim David,No,finisher,2,24,24,200,NaN,NaN
"Arun Jaitley Stadium, Delhi",Tim David,No,finisher,3,69,69,209,NaN,NaN
"Sawai Mansingh Stadium, Jaipur",Topley,No,fast_bowler,1,NaN,NaN,NaN,2,6.8
"Wankhede Stadium, Mumbai",Topley,No,fast_bowler,1,NaN,NaN,NaN,0,11.3
"M.Chinnaswamy Stadium, Bengaluru",Topley,No,fast_bowler,4,3,NaN,50,3,12.1
"Narendra Modi Stadium, Ahmedabad",Topley,No,fast_bowler,1,NaN,NaN,NaN,0,13.3
"Maharashtra Cricket Association Stadium, Pune",Tripathi,Yes,opener,3,9,3,56,NaN,NaN
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Tripathi,Yes,opener,1,11,11,79,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Tripathi,Yes,opener,2,44,22,86,NaN,NaN
"MA Chidambaram Stadium, Chennai",Tripathi,Yes,opener,6,90,15,117,NaN,NaN
"Eden Gardens, Kolkata",Tripathi,Yes,opener,2,29,14.5,121,NaN,NaN
"Barsapara Cricket Stadium, Guwahati",Tripathi,Yes,opener,1,23,23,121,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Tripathi,Yes,opener,8,184,26.28571429,144,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Tripathi,Yes,opener,2,56,56,151,NaN,NaN
"Wankhede Stadium, Mumbai",Tripathi,Yes,opener,4,170,42.5,156,NaN,NaN
"Sawai Mansingh Stadium, Jaipur",Tripathi,Yes,opener,1,47,47,162,NaN,NaN
"Arun Jaitley Stadium, Delhi",Tripathi,Yes,opener,1,10,10,167,NaN,NaN
"Brabourne Stadium, Mumbai",Tripathi,Yes,opener,3,100,50,172,NaN,NaN
"Dr DY Patil Sports Academy, Mumbai",Tripathi,Yes,opener,4,134,67,172,NaN,NaN
"Arun Jaitley Stadium, Delhi",Tristan Stubbs,No,finisher,12,279,61.6,193.5,1,8
"MA Chidambaram Stadium, Chennai",Tristan Stubbs,No,finisher,3,44,22,122,1,7
"Eden Gardens, Kolkata",Tristan Stubbs,No,finisher,1,4,4,57,NaN,NaN
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Tristan Stubbs,No,finisher,1,5,5,62,NaN,NaN
"M.Chinnaswamy Stadium, Bengaluru",Tristan Stubbs,No,finisher,2,41,20.5,165,NaN,NaN
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Tristan Stubbs,No,finisher,5,109,41,156,0,28
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Tristan Stubbs,No,finisher,1,15,NaN,167,NaN,NaN
"Sawai Mansingh Stadium, Jaipur",Tristan Stubbs,No,finisher,2,62,31,160,NaN,NaN
"Wankhede Stadium, Mumbai",Tristan Stubbs,No,finisher,5,78,21.5,200,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Tristan Stubbs,No,finisher,1,41,NaN,114,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Tristan Stubbs,No,finisher,2,31,31,148,2,11
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Turner,No,opener,2,21,10.5,117,NaN,NaN
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Tushar Deshpande,Yes,fast_bowler,1,NaN,NaN,NaN,0,6
"Wankhede Stadium, Mumbai",Tushar Deshpande,Yes,fast_bowler,3,NaN,NaN,NaN,3,8.4
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Tushar Deshpande,Yes,fast_bowler,2,NaN,NaN,NaN,0,8.6
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Tushar Deshpande,Yes,fast_bowler,2,0,NaN,0,2,8.8
"Sawai Mansingh Stadium, Jaipur",Tushar Deshpande,Yes,fast_bowler,4,NaN,NaN,NaN,5,9
"Arun Jaitley Stadium, Delhi",Tushar Deshpande,Yes,fast_bowler,3,NaN,NaN,NaN,2,9.1
"MA Chidambaram Stadium, Chennai",Tushar Deshpande,Yes,fast_bowler,15,0,NaN,0,21,9.2
"Barsapara Cricket Stadium, Guwahati",Tushar Deshpande,Yes,fast_bowler,4,3,NaN,100,0,10.4
"Brabourne Stadium, Mumbai",Tushar Deshpande,Yes,fast_bowler,1,NaN,NaN,NaN,1,11
"Eden Gardens, Kolkata",Tushar Deshpande,Yes,fast_bowler,1,NaN,NaN,NaN,2,11
"Rajiv Gandhi International Stadium, Hyderabad",Tushar Deshpande,Yes,fast_bowler,2,NaN,NaN,NaN,3,11.2
"Narendra Modi Stadium, Ahmedabad",Tushar Deshpande,Yes,fast_bowler,5,3,3,100,5,12.7
"M.Chinnaswamy Stadium, Bengaluru",Tushar Deshpande,Yes,fast_bowler,4,1,NaN,50,4,13.4
"Dr DY Patil Sports Academy, Mumbai",Tye,No,fast_bowler,2,NaN,NaN,NaN,0,10.1
"Brabourne Stadium, Mumbai",Tye,No,fast_bowler,1,NaN,NaN,NaN,2,10.5
"Dr DY Patil Sports Academy, Mumbai",Tymal Mills,No,fast_bowler,1,NaN,NaN,NaN,3,8.8
"Maharashtra Cricket Association Stadium, Pune",Tymal Mills,No,fast_bowler,3,0,0,0,2,10.7
"Brabourne Stadium, Mumbai",Tymal Mills,No,fast_bowler,3,0,NaN,0,1,13.7
"Maharashtra Cricket Association Stadium, Pune",Umesh Yadav,Yes,fast_bowler,2,NaN,NaN,NaN,2,5.6
"Arun Jaitley Stadium, Delhi",Umesh Yadav,Yes,fast_bowler,2,3,3,60,0,6
"Wankhede Stadium, Mumbai",Umesh Yadav,Yes,fast_bowler,6,0,NaN,0,10,6.3
"Punjab Cricket Association IS Bindra Stadium, Mohali",Umesh Yadav,Yes,fast_bowler,1,NaN,NaN,NaN,1,6.8
"Dr DY Patil Sports Academy, Mumbai",Umesh Yadav,Yes,fast_bowler,6,33,16.5,118,3,7.2
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Umesh Yadav,Yes,fast_bowler,2,2,2,50,2,7.3
"Narendra Modi Stadium, Ahmedabad",Umesh Yadav,Yes,fast_bowler,6,5,NaN,83,5,9.3
"Brabourne Stadium, Mumbai",Umesh Yadav,Yes,fast_bowler,6,22,11,200,1,10.8
"Sawai Mansingh Stadium, Jaipur",Umesh Yadav,Yes,fast_bowler,1,NaN,NaN,NaN,1,11.5
"Eden Gardens, Kolkata",Umesh Yadav,Yes,fast_bowler,6,11,11,157,0,11.8
"MA Chidambaram Stadium, Chennai",Umesh Yadav,Yes,fast_bowler,2,10,NaN,91,0,13.5
"M.Chinnaswamy Stadium, Bengaluru",Umesh Yadav,Yes,fast_bowler,1,NaN,NaN,NaN,0,19
"MA Chidambaram Stadium, Chennai",Umran Malik,Yes,fast_bowler,1,NaN,NaN,NaN,0,6
"Brabourne Stadium, Mumbai",Umran Malik,Yes,fast_bowler,3,NaN,NaN,NaN,3,7.9
"Rajiv Gandhi International Stadium, Hyderabad",Umran Malik,Yes,fast_bowler,5,19,NaN,238,3,9.4
"Dr DY Patil Sports Academy, Mumbai",Umran Malik,Yes,fast_bowler,5,1,NaN,100,5,9.6
"Maharashtra Cricket Association Stadium, Pune",Umran Malik,Yes,fast_bowler,4,3,NaN,60,5,10.2
"Wankhede Stadium, Mumbai",Umran Malik,Yes,fast_bowler,7,0,0,0,9,10.2
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Umran Malik,Yes,fast_bowler,1,NaN,NaN,NaN,1,11
"Eden Gardens, Kolkata",Umran Malik,Yes,fast_bowler,1,NaN,NaN,NaN,1,18
"Arun Jaitley Stadium, Delhi",Umran Malik,Yes,fast_bowler,1,NaN,NaN,NaN,0,22
"Arun Jaitley Stadium, Delhi",Unadkat,Yes,fast_bowler,1,NaN,NaN,NaN,3,6.2
"Brabourne Stadium, Mumbai",Unadkat,Yes,fast_bowler,2,14,NaN,233,2,8
"Rajiv Gandhi International Stadium, Hyderabad",Unadkat,Yes,fast_bowler,9,8,NaN,80,8,8.2
"MA Chidambaram Stadium, Chennai",Unadkat,Yes,fast_bowler,7,10,5,67,3,8.3
"Wankhede Stadium, Mumbai",Unadkat,Yes,fast_bowler,2,1,NaN,100,0,9
"Maharashtra Cricket Association Stadium, Pune",Unadkat,Yes,fast_bowler,4,25,25,119,2,9.4
"Narendra Modi Stadium, Ahmedabad",Unadkat,Yes,fast_bowler,2,NaN,NaN,NaN,3,9.5
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Unadkat,Yes,fast_bowler,3,NaN,NaN,NaN,1,10.7
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Unadkat,Yes,fast_bowler,2,6,NaN,600,1,12
"Dr DY Patil Sports Academy, Mumbai",Unadkat,Yes,fast_bowler,2,19,NaN,211,2,12
"M.Chinnaswamy Stadium, Bengaluru",Unadkat,Yes,fast_bowler,3,9,9,129,0,16
"Arun Jaitley Stadium, Delhi",Urvil Patel,Yes,middle_order,1,0,0,0,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Urvil Patel,Yes,middle_order,1,37,37,195,NaN,NaN
"Eden Gardens, Kolkata",Urvil Patel,Yes,middle_order,1,31,31,282,NaN,NaN
"Maharashtra Cricket Association Stadium, Pune",Uthappa,Yes,opener,2,4,2,31,NaN,NaN
"Wankhede Stadium, Mumbai",Uthappa,Yes,opener,3,30,10,86,NaN,NaN
"Dr DY Patil Sports Academy, Mumbai",Uthappa,Yes,opener,4,133,33.25,153,NaN,NaN
"Brabourne Stadium, Mumbai",Uthappa,Yes,opener,2,63,31.5,170,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",V Viyaskanth,Yes,spinner,2,NaN,NaN,NaN,1,8.5
"Narendra Modi Stadium, Ahmedabad",V Viyaskanth,Yes,spinner,2,7,NaN,140,0,11
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Vaibhav Arora,Yes,fast_bowler,1,NaN,NaN,NaN,3,6.8
"MA Chidambaram Stadium, Chennai",Vaibhav Arora,Yes,fast_bowler,5,1,NaN,100,5,7.6
"Barsapara Cricket Stadium, Guwahati",Vaibhav Arora,Yes,fast_bowler,1,NaN,NaN,NaN,2,8.2
"Narendra Modi Stadium, Ahmedabad",Vaibhav Arora,Yes,fast_bowler,1,NaN,NaN,NaN,1,8.5
"Brabourne Stadium, Mumbai",Vaibhav Arora,Yes,fast_bowler,6,5,5,42,2,8.6
"Dr DY Patil Sports Academy, Mumbai",Vaibhav Arora,Yes,fast_bowler,2,0,0,0,0,9.4
"Arun Jaitley Stadium, Delhi",Vaibhav Arora,Yes,fast_bowler,3,0,0,0,2,9.7
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Vaibhav Arora,Yes,fast_bowler,2,0,0,0,1,10.4
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Vaibhav Arora,Yes,fast_bowler,1,NaN,NaN,NaN,0,10.5
"Eden Gardens, Kolkata",Vaibhav Arora,Yes,fast_bowler,14,1,NaN,100,17,10.5
"Maharashtra Cricket Association Stadium, Pune",Vaibhav Arora,Yes,fast_bowler,1,NaN,NaN,NaN,1,10.8
"Rajiv Gandhi International Stadium, Hyderabad",Vaibhav Arora,Yes,fast_bowler,2,2,NaN,200,2,11
"Wankhede Stadium, Mumbai",Vaibhav Arora,Yes,fast_bowler,1,NaN,NaN,NaN,0,11.1
"M.Chinnaswamy Stadium, Bengaluru",Vaibhav Arora,Yes,fast_bowler,1,NaN,NaN,NaN,0,12
"M.Chinnaswamy Stadium, Bengaluru",Vaibhav Suryavanshi,Yes,opener,1,16,16,133,NaN,NaN
"Arun Jaitley Stadium, Delhi",Vaibhav Suryavanshi,Yes,opener,1,57,57,173,NaN,NaN
"Eden Gardens, Kolkata",Vaibhav Suryavanshi,Yes,opener,1,4,4,200,NaN,NaN
"Sawai Mansingh Stadium, Jaipur",Vaibhav Suryavanshi,Yes,opener,4,175,43.75,233,NaN,NaN
"Dr DY Patil Sports Academy, Mumbai",van der Dussen,Yes,opener,2,18,18,90,NaN,NaN
"Wankhede Stadium, Mumbai",van der Dussen,Yes,opener,1,4,4,100,NaN,NaN
"Wankhede Stadium, Mumbai",Varun Chakaravarthy,Yes,spinner,1,NaN,NaN,NaN,0,4
"Barsapara Cricket Stadium, Guwahati",Varun Chakaravarthy,Yes,spinner,1,NaN,NaN,NaN,2,4.2
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Varun Chakaravarthy,Yes,spinner,1,NaN,NaN,NaN,2,5.2
"MA Chidambaram Stadium, Chennai",Varun Chakaravarthy,Yes,spinner,1,NaN,NaN,NaN,2,5.5
"Eden Gardens, Kolkata",Varun Chakaravarthy,Yes,spinner,7,NaN,NaN,NaN,9,7.9
"Arun Jaitley Stadium, Delhi",Varun Chakaravarthy,Yes,spinner,3,1,NaN,100,2,13.9
"Dr DY Patil Sports Academy, Mumbai",Venkatesh Iyer,Yes,middle_order,6,70,17.5,119,0,9
"Brabourne Stadium, Mumbai",Venkatesh Iyer,Yes,middle_order,4,30,10,107,0,14
"Wankhede Stadium, Mumbai",Venkatesh Iyer,Yes,middle_order,7,202,33.66666667,137,0,14
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Venkatesh Iyer,Yes,middle_order,2,5,NaN,250,0,28
"Arun Jaitley Stadium, Delhi",Venkatesh Iyer,Yes,middle_order,2,7,3.5,100,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Venkatesh Iyer,Yes,middle_order,1,1,NaN,100,NaN,NaN
"Punjab Cricket Association IS Bindra Stadium, Mohali",Venkatesh Iyer,Yes,middle_order,1,34,34,121,NaN,NaN
"Maharashtra Cricket Association Stadium, Pune",Venkatesh Iyer,Yes,middle_order,2,57,57,121,NaN,NaN
"Eden Gardens, Kolkata",Venkatesh Iyer,Yes,middle_order,17,399,24.9375,137,NaN,NaN
"M.Chinnaswamy Stadium, Bengaluru",Venkatesh Iyer,Yes,middle_order,2,81,40.5,145,NaN,NaN
"MA Chidambaram Stadium, Chennai",Venkatesh Iyer,Yes,middle_order,3,64,32,168,NaN,NaN
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Venkatesh Iyer,Yes,middle_order,1,7,7,175,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Venkatesh Iyer,Yes,middle_order,1,7,7,175,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Venkatesh Iyer,Yes,middle_order,2,134,134,197,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Vignesh Puthur,Yes,spinner,1,NaN,NaN,NaN,1,7.8
"MA Chidambaram Stadium, Chennai",Vignesh Puthur,Yes,spinner,1,NaN,NaN,NaN,3,8
"Wankhede Stadium, Mumbai",Vignesh Puthur,Yes,spinner,2,NaN,NaN,NaN,2,10.3
"Rajiv Gandhi International Stadium, Hyderabad",Vignesh Puthur,Yes,spinner,1,NaN,NaN,NaN,0,15
"Narendra Modi Stadium, Ahmedabad",Vijaykumar Vyshak,Yes,fast_bowler,3,NaN,NaN,NaN,2,8.7
"Punjab Cricket Association IS Bindra Stadium, Mohali",Vijaykumar Vyshak,Yes,fast_bowler,1,NaN,NaN,NaN,0,9.7
"M.Chinnaswamy Stadium, Bengaluru",Vijaykumar Vyshak,Yes,fast_bowler,11,14,14,127,10,10.1
"Sawai Mansingh Stadium, Jaipur",Vijaykumar Vyshak,Yes,fast_bowler,1,NaN,NaN,NaN,2,11
"Wankhede Stadium, Mumbai",Vijaykumar Vyshak,Yes,fast_bowler,3,0,0,0,3,11.5
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Vijaykumar Vyshak,Yes,fast_bowler,1,NaN,NaN,NaN,0,16.3
"M.Chinnaswamy Stadium, Bengaluru",Vipraj Nigam,Yes,spinner,1,NaN,NaN,NaN,2,4.5
"Wankhede Stadium, Mumbai",Vipraj Nigam,Yes,spinner,2,20,20,182,0,6.5
"MA Chidambaram Stadium, Chennai",Vipraj Nigam,Yes,spinner,2,1,NaN,50,2,6.8
"Narendra Modi Stadium, Ahmedabad",Vipraj Nigam,Yes,spinner,2,0,0,0,0,9.5
"Sawai Mansingh Stadium, Jaipur",Vipraj Nigam,Yes,spinner,1,NaN,NaN,NaN,2,9.5
"Arun Jaitley Stadium, Delhi",Vipraj Nigam,Yes,spinner,8,64,32,194,4,10.3
